"KOD03_097"	"AD06_048"	"WC05_048"	"HS04_048"	"PS12_009"	"GS13_017"	"PWS12_133"	"UP03_048"
"X4536"	0.3659	0.266	0.36	0.2976	0.3506	0.4545	0.1976	0.2976
"X4537"	0.0482	0.0333	0.0312	0	0.0482	0	0.1245	0
"X4540"	0.0263	0	0	0.0286	0.1245	0.0909	0	0
"X4543"	0.3591	0.3621	0.1686	0.1404	0.2756	0	0.3098	0.3258
"X4547"	0.4128	0.5	0.379	0.4291	0.4067	0.5	0.5	0.4993
"X4549"	0.0506	0.2032	0.2516	0.226	0.3526	0.3409	0.1196	0.0506
"X4551"	0	0.0345	0.1884	0.0256	0.0263	0	0	0.0749
"X4552"	0.1215	0.1264	0.142	0.0731	0.0788	0	0.1196	0.1545
"X4553"	0.1734	0.2516	0.0634	0.0519	0.0494	0.0909	0.085	0.0533
"X4557"	0.0768	0.2155	0.1155	0.1215	0.1245	0.0833	0.2826	0.2026
"X4558"	0.0749	0.1349	0.0935	0.0533	0.0494	0	0.1558	0.1215
"X4559"	0.1821	0.1774	0.0312	0.1245	0	0.2455	0.1558	0.0918
"X456"	0.4291	0.4741	0.3201	0.4696	0.4555	0.4242	0.4348	0.4647
"X4560"	0.1976	0.0323	0.2386	0.2577	0.1159	0.0833	0	0.212
"X4563"	0.081	0.1653	0.2293	0.2162	0.1548	0.1727	0	0.2421
"X4575"	0.5027	0.4914	0.5066	0.4568	0.486	0.3409	0.5018	0.4966
"X4577"	0.4073	0.1226	0.4015	0.226	0.3171	0.1591	0.3351	0.212
"X4578"	0	0	0	0	0.0506	0.1727	0.0417	0
"X4580"	0.0494	0.1305	0	0.0494	0.025	0	0.0815	0.1404
"X4584"	0.4082	0.5	0.3522	0.4421	0.4637	0.5	0.4764	0.4936
"X4592"	0.0856	0.2293	0	0	0	0	0.0417	0.0263
"X4594"	0.0962	0	0.0998	0.0749	0.025	0	0.1902	0.0256
"X4596"	0.1372	0	0	0.1615	0.1404	0	0.0417	0.0713
"X4598"	0.3784	0.2976	0.3355	0.3574	0.3519	0.3636	0.4004	0.3293
"X4599"	0.0494	0.0323	0.0907	0.0962	0.2917	0.3864	0.2228	0.0494
"X46"	0.3788	0.2753	0.4138	0.4128	0.4782	0.4621	0.4022	0.3323
"X4609"	0.502	0.486	0.4957	0.4399	0.4897	0.3409	0.4674	0.5023
"X4610"	0.1579	0.0966	0.0615	0.0263	0	0.1727	0	0.0918
"X4611"	0.0263	0	0.0312	0.0533	0.1585	0.1591	0.1621	0
"X4612"	0	0	0.0655	0	0	0.1591	0.1196	0.0263
"X4622"	0	0.0323	0.0597	0	0.1165	0	0.0815	0.0238
"X4624"	0.3574	0.2908	0.3534	0.2748	0.2873	0.1591	0.2536	0.2421
"X4625"	0.2638	0.2957	0.2159	0.226	0.1159	0.3091	0.1196	0.1913
"X4627"	0.4399	0.3548	0.3448	0.463	0.4595	0.4621	0.4069	0.3177
"X4628"	0.0985	0.1032	0.0323	0.1036	0	0	0.0417	0.0506
"X4634"	0.0768	0.1318	0.0615	0.0962	0.0563	0	0.1196	0.1063
"X464"	0.3329	0.2742	0.246	0.33	0.2695	0.2273	0.3351	0.4013
"X4645"	0.461	0.471	0.2671	0.4512	0.3923	0.5076	0.4366	0.4896
"X4647"	0.4082	0.3882	0.4905	0.4494	0.4957	0.5076	0.3804	0.3654
"X465"	0	0	0	0	0	0.2273	0	0
"X4663"	0.0856	0.0966	0.1613	0.1036	0.3802	0.1727	0.1196	0.0788
"X4666"	0.0519	0	0.0385	0	0	0	0.171	0.131
"X4667"	0.4073	0.3172	0.3731	0.4096	0.3591	0.3939	0.3351	0.2816
"X4668"	0.027	0.15	0	0	0	0	0.1558	0
"X4669"	0.3957	0.4312	0.3381	0.3231	0.3848	0.4545	0.3587	0.3902
"X4670"	0.1092	0.0677	0.0998	0.0278	0.1862	0.2455	0	0.2627
"X4673"	0.0482	0.1226	0.1676	0.1404	0.0244	0.0833	0.0815	0.047
"X4674"	0.1372	0.1774	0.3883	0.2917	0.3323	0.5076	0.1902	0.025
"X4677"	0.0256	0	0	0.1036	0	0	0	0.0238
"X4681"	0.1159	0.0634	0.1676	0.1215	0.0244	0.0833	0.0417	0.23
"X4683"	0.1693	0.2908	0.1264	0.0788	0.1345	0.1727	0.3143	0.2365
"X4684"	0.3171	0.228	0.142	0.1615	0.0939	0.1591	0.2536	0.212
"X4686"	0.3037	0.3796	0.2742	0.3649	0.4561	0.4545	0.4493	0.2866
"X4688"	0.2103	0.215	0.1032	0.1123	0.0286	0	0.0417	0.2627
"X469"	0	0	0.0615	0.0962	0.1215	0.0909	0	0
"X4692"	0.0713	0.0966	0.1165	0.0256	0.025	0	0	0.0939
"X4694"	0.1404	0.0655	0.0303	0	0	0	0	0.025
"X4695"	0.0713	0.0323	0.0907	0.2632	0.1734	0	0	0
"X4696"	0	0	0.1774	0.025	0.0713	0	0.0417	0
"X4699"	0.4445	0.4172	0.4261	0.2756	0.3725	0.2955	0.3804	0.3841
"X470"	0.5028	0.5034	0.5054	0.503	0.4346	0.2273	0.4728	0.5067
"X4703"	0.5015	0.5013	0.4954	0.4987	0.5	0.4773	0.4941	0.5016
"X4704"	0.2695	0.266	0	0.0962	0.0244	0.0833	0.2826	0.2177
"X4705"	0.0256	0.0677	0.1724	0.0519	0.2112	0.1591	0.0815	0.05
"X4707"	0.027	0.0998	0.0907	0	0.0519	0	0.164	0
"X4710"	0.1372	0.0634	0.1724	0.0731	0.1159	0.0833	0.0435	0.1934
"X4711"	0.1615	0	0.0303	0	0	0.1591	0.1902	0
"X472"	0.2348	0.0323	0.4744	0.4019	0.3317	0.1591	0.2826	0.1742
"X4721"	0.025	0	0	0.0494	0	0	0.1196	0
"X4724"	0.0832	0	0.1884	0.2162	0.1276	0	0.1196	0.0278
"X4725"	0.1372	0.0935	0	0.025	0	0.0833	0.0815	0.0238
"X4726"	0.025	0.1884	0.0634	0.0533	0.1615	0.0909	0	0.047
"X4727"	0.5045	0.4883	0.4354	0.5025	0.4591	0.4444	0.4714	0.4581
"X4732"	0.2212	0	0.0615	0	0	0	0	0.0713
"X4733"	0.4082	0.3355	0.3458	0.4429	0.2312	0.0833	0.0815	0.4603
"X4738"	0.0263	0	0.2155	0.131	0.0768	0	0.1196	0.131
"X475"	0.3018	0.1505	0.0881	0.1404	0	0.0833	0.2228	0.1742
"X4752"	0	0	0.0323	0.1509	0.0533	0.1727	0	0.025
"X4754"	0.0856	0.0323	0.228	0.1686	0.131	0.2455	0.0887	0.1472
"X4757"	0.0731	0.1264	0.0907	0	0.0713	0	0.0815	0.2019
"X4761"	0.4197	0.463	0.346	0.3663	0.3231	0.4545	0.462	0.4366
"X4763"	0.0286	0.1305	0.1396	0.081	0.0303	0	0.1558	0.027
"X4764"	0.1159	0.1774	0.0303	0	0.0494	0	0.0815	0.1341
"X477"	0.4366	0.5043	0.5047	0.5058	0.4799	0.4621	0.5072	0.4983
"X4770"	0.0939	0.0634	0.0303	0.1186	0	0	0.0417	0.047
"X4771"	0.1186	0.0323	0.0881	0.0494	0.0519	0	0.1196	0.0713
"X4773"	0.1159	0	0	0	0.0244	0	0.0417	0.0482
"X4775"	0.1063	0.0655	0.0634	0.0278	0.1404	0.0833	0.1621	0.1862
"X4776"	0.1245	0.0966	0.0881	0.0519	0.1215	0.0833	0.1196	0.0962
"X4778"	0.5024	0.4947	0.5065	0.5016	0.5054	0.5182	0.5054	0.4771
"X478"	0.3341	0.3624	0.2527	0.3643	0.359	0.4091	0.4348	0.3926
"X4780"	0.0482	0.0634	0.0597	0.0962	0.1404	0.1591	0.1196	0.0918
"X4782"	0.0482	0	0	0	0	0	0.1196	0
"X4783"	0.2537	0.3366	0.0597	0.1821	0.1579	0	0.1902	0.178
"X4784"	0.5037	0.5	0.5057	0.5032	0.5	0.5227	0.4909	0.5041
"X4787"	0.1437	0.1552	0.1922	0.0519	0.2923	0.1591	0.1196	0.178
"X4789"	0.1017	0.1653	0.0917	0.1517	0.1479	0.1591	0.0417	0.1876
"X4790"	0.3581	0.4989	0.3629	0.3237	0.3732	0.2273	0.4221	0.3654
"X4796"	0.1976	0.1226	0.0615	0.0962	0.1579	0	0.0417	0.1742
"X4798"	0.0788	0	0.0357	0.0548	0.0788	0	0.0435	0.0278
"X4802"	0.0563	0.0357	0.0357	0.0263	0.0263	0	0.0435	0.0985
"X4807"	0.0939	0.0634	0.1676	0.0494	0.1372	0	0.0417	0.2474
"X4808"	0.4545	0.5015	0.5025	0.5025	0.505	0.5091	0.4946	0.467
"X4815"	0.0939	0.0935	0.1462	0.1215	0.1159	0	0.2056	0.1545
"X4818"	0.0832	0.1349	0	0	0.0519	0	0	0.0278
"X4819"	0.1404	0	0	0.0506	0	0	0	0.0244
"X482"	0.3077	0.429	0.3864	0.2212	0.2524	0.2273	0.0815	0.3531
"X4820"	0.4604	0.5032	0.4583	0.4636	0.486	0.3409	0.5036	0.4866
"X4821"	0.0506	0.1552	0.0303	0.0494	0.0939	0	0.0417	0.0238
"X4823"	0.3921	0.228	0.228	0.2755	0.2992	0.2879	0.2826	0.3448
"X4826"	0.1215	0.1505	0.0966	0.1036	0.0962	0	0	0.0918
"X4831"	0.4171	0.3366	0.4593	0.471	0.4683	0.4924	0.4022	0.471
"X4836"	0.027	0	0.1986	0.2882	0.1276	0	0.0417	0.0263
"X4840"	0	0	0	0.0731	0.1159	0.1591	0.0815	0.0256
"X4844"	0.0494	0.1226	0.142	0.101	0.0244	0.1591	0.2228	0
"X4846"	0.0256	0.1601	0.0312	0.1437	0.0494	0	0.0815	0.0256
"X4850"	0.0263	0.0998	0	0.0263	0.027	0	0	0
"X4851"	0	0	0	0	0.1215	0.0833	0	0
"X4855"	0.1159	0.1237	0.0597	0.025	0.0482	0.0833	0.0815	0.0238
"X4858"	0	0	0	0.0278	0.1186	0.1727	0	0.0263
"X4859"	0.178	0.0677	0.2159	0.0985	0.0939	0.1591	0.1196	0.0482
"X4860"	0.0482	0.1226	0	0.025	0	0	0	0.0939
"X4861"	0.3357	0.2672	0.4052	0.4332	0.4061	0.4924	0.3351	0.2365
"X4863"	0.0597	0.0677	0.1032	0.131	0.0519	0.1727	0.0435	0.1044
"X4864"	0.1063	0.0655	0.0667	0	0.101	0	0.1902	0.0533
"X4866"	0.1245	0	0.1396	0.2214	0.2504	0.1727	0.0815	0.0256
"X4867"	0.459	0.5057	0.4828	0.5	0.4805	0.5152	0.4921	0.4189
"X4868"	0.1472	0.1349	0	0.1548	0.0533	0	0.0417	0
"X487"	0	0	0	0	0	0.1591	0	0
"X4874"	0.0939	0	0.0881	0.025	0.0482	0.0833	0.1902	0
"X4881"	0.5019	0.5043	0.4943	0.5054	0.4788	0.5152	0.5091	0.4983
"X4883"	0.2701	0.371	0.38	0.466	0.4963	0.4621	0.4348	0.3537
"X4887"	0.0548	0.0655	0.229	0.101	0.1036	0	0.2524	0.1252
"X4888"	0.3846	0.3611	0.3871	0.4602	0.4019	0.3091	0.4638	0.448
"X4890"	0.3874	0.3519	0.3732	0.4786	0.4663	0.5303	0.337	0.217
"X4895"	0.027	0	0	0.0278	0.0713	0.0909	0.0435	0.1215
"X4898"	0	0.1396	0	0.0278	0	0	0.0417	0
"X4900"	0.4927	0.4516	0.3873	0.4718	0.3732	0.4242	0.3587	0.3659
"X4901"	0.2688	0.2516	0.34	0.226	0.1967	0	0.1196	0.1821
"X4904"	0.0939	0.2742	0.1922	0.0256	0.0713	0.1591	0.2228	0.1159
"X4905"	0.0482	0.0323	0.0907	0.0731	0.2072	0.0833	0.1196	0.1159
"X4906"	0.4951	0.486	0.5009	0.484	0.5049	0.3409	0.4723	0.4762
"X4912"	0.4902	0.4989	0.3381	0.4568	0.4506	0.3485	0.5018	0.4701
"X4915"	0.5	0.4785	0.502	0.4777	0.5024	0.5076	0.5065	0.4123
"X4916"	0.0731	0.0935	0.0303	0.1404	0.0939	0	0.1196	0.0918
"X4918"	0.0519	0.0357	0	0.1778	0.0526	0	0	0
"X492"	0	0	0	0	0.1186	0.3485	0	0
"X4927"	0.2397	0.1226	0.4015	0.2929	0.386	0.3864	0.2826	0.1976
"X4928"	0.3281	0.2564	0.4643	0.4381	0.2943	0.3636	0.3116	0.3273
"X493"	0.2269	0.0998	0.1462	0.2479	0.2112	0	0.1976	0.2112
"X494"	0	0.0323	0.1724	0.025	0.0731	0	0	0.047
"X4943"	0.0939	0.0935	0.1155	0.0494	0.0713	0	0.1196	0.0918
"X4953"	0.1092	0.2032	0.0615	0.0533	0.0749	0	0.0417	0.1976
"X4954"	0	0.0323	0.0881	0.0731	0.1372	0.0833	0.1558	0
"X496"	0.0256	0	0.1884	0.0563	0.2162	0	0.0435	0.0519
"X4967"	0.0713	0.1552	0.0303	0.0256	0.0482	0	0.0417	0.1742
"X4974"	0.1686	0	0.0345	0.1276	0.3431	0.4182	0.2228	0.0286
"X4976"	0.3317	0.2527	0.4688	0.4897	0.4793	0.5076	0.3098	0.3113
"X4979"	0.0713	0.1774	0	0	0.0494	0	0.0417	0
"X4982"	0.3957	0.3538	0.2032	0.3138	0.3171	0.2879	0.1902	0.4013
"X4984"	0.2019	0.2516	0.2159	0.1821	0.2354	0.2879	0.3098	0.1132
"X4985"	0.2165	0.1505	0.1155	0.1186	0.2348	0.2273	0.2228	0.2474
"X4986"	0.484	0.4783	0.4615	0.497	0.4964	0.4444	0.504	0.5
"X4988"	0.4555	0.4708	0.4791	0.4739	0.5053	0.3636	0.4881	0.4991
"X4989"	0.4831	0.4074	0.4758	0.4879	0.5047	0.4727	0.4976	0.4825
"X4992"	0.0244	0	0	0	0.0494	0.3091	0.1196	0.0238
"X4996"	0	0	0	0.0263	0	0	0	0.0985
"X4997"	0.3235	0.4115	0.3458	0.3596	0.3167	0.4182	0.4004	0.2354
"X5003"	0.4147	0.4103	0.2968	0.3724	0.3044	0.1727	0.4437	0.3341
"X5004"	0	0.0655	0	0	0.0985	0.0909	0.0815	0
"X5005"	0.025	0.0634	0.0312	0	0.0939	0.1591	0.0815	0.0238
"X5006"	0.2632	0.3621	0.2527	0.3654	0.3659	0.4111	0.404	0.3116
"X5009"	0.4994	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"X5012"	0.025	0	0	0	0	0.1591	0	0
"X5013"	0.0482	0.0634	0	0	0.0244	0.1591	0.1196	0.0697
"X5016"	0.0563	0	0	0.0768	0.1862	0	0	0
"X5017"	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"X5018"	0.2112	0.1349	0.1774	0.1276	0.1437	0.1727	0.0417	0.0985
"X5020"	0.2695	0.3871	0.2604	0.3904	0.3732	0.3864	0.2826	0.1545
"X5027"	0.3463	0.228	0.1676	0.1615	0.0713	0	0.2844	0.0918
"X5028"	0.2632	0.4915	0.1264	0.3101	0.1821	0.5	0.4941	0.468
"X5029"	0.0494	0.0935	0	0.1186	0.0244	0	0.1558	0.1341
"X503"	0.1159	0.0323	0	0	0	0	0	0.047
"X5030"	0.4154	0.3538	0.1941	0.1437	0.2348	0	0.3098	0.367
"X5031"	0.205	0.1305	0.1601	0.1734	0.2119	0	0	0.0788
"X5032"	0.205	0.1774	0.1976	0.1215	0.101	0.2455	0.0417	0.0697
"X5033"	0.1579	0.0323	0.0303	0.1186	0.0713	0.0833	0.0815	0
"X5034"	0.0244	0.0323	0.0597	0.1186	0	0.0833	0	0.047
"X5040"	0.4327	0.429	0.2604	0.4135	0.3018	0.2879	0.4004	0.3385
"X5041"	0	0	0	0	0.0482	0.1591	0	0
"X5051"	0.3784	0.4368	0.372	0.4393	0.4298	0.3485	0.3804	0.3378
"X5052"	0.081	0.1068	0.0677	0.0563	0.0263	0.0909	0.0929	0
"X5058"	0.3293	0.4272	0.2516	0.4324	0.4244	0.3091	0.4004	0.2982
"X5059"	0.1221	0.0998	0.1958	0.2397	0.3237	0.0833	0.2228	0.3385
"X5060"	0	0	0.119	0.0494	0.025	0	0	0
"X5064"	0.0939	0.1774	0.0303	0.1215	0.0713	0.1591	0.1196	0.0697
"X5065"	0.461	0.3355	0.4148	0.4141	0.4183	0.4318	0.4004	0.3542
"X5066"	0	0	0	0	0	0.1727	0	0
"X507"	0.2354	0.2032	0.321	0.3231	0.4171	0.2879	0.404	0.2524
"X5076"	0.0256	0.0333	0.0907	0.0731	0.1404	0	0	0.0968
"X5077"	0.275	0.3538	0.0907	0.1245	0.2917	0.0833	0.2536	0.0713
"X5080"	0	0	0	0	0.0244	0.1591	0	0
"X5084"	0.4114	0.4692	0.2738	0.3151	0.35	0.1	0.3913	0.2019
"X5085"	0.0731	0	0.0881	0.0962	0.2866	0.2273	0.0417	0
"X5089"	0.3726	0.4483	0.4006	0.4795	0.4677	0.2273	0.3804	0.421
"X509"	0.4724	0.3538	0.3458	0.4838	0.4333	0.3864	0.4728	0.4413
"X5093"	0.2627	0.1032	0.0655	0.1588	0.2065	0	0.2312	0.1472
"X5094"	0.2695	0.1774	0.2159	0.275	0.3177	0.4015	0.3098	0.1132
"X5097"	0.2397	0.1552	0.0597	0.1615	0.178	0.1591	0.3587	0.23
"X51"	0.3528	0.1264	0.2742	0.3974	0.3448	0.4773	0.4366	0.2923
"X5100"	0.3841	0.4301	0.3712	0.4506	0.3726	0.2273	0.4946	0.4147
"X5101"	0.142	0.1396	0.266	0.1862	0.1952	0.3091	0.1558	0.0713
"X5103"	0.461	0.3731	0.142	0.1821	0.1159	0.2879	0.2228	0.3409
"X5106"	0.1372	0.2155	0.0634	0.1615	0.2695	0.1591	0.1902	0.0918
"X5111"	0.2638	0.2894	0.3253	0.3791	0.2866	0.2455	0.2536	0.2814
"X5114"	0.0506	0	0.0907	0.0533	0.0494	0.1591	0.1299	0.0579
"X5120"	0.4298	0.4253	0.4806	0.4731	0.3654	0.2955	0.4783	0.4117
"X5121"	0	0.2628	0	0.0865	0.027	0	0.0435	0.142
"X5125"	0.0768	0.1601	0.0935	0.1734	0.1245	0.0833	0.1558	0.1653
"X5127"	0.0749	0	0	0	0.2577	0.0833	0	0
"X5137"	0.1472	0.1396	0.2894	0.4323	0.4183	0.5273	0.2925	0.1404
"X5138"	0.4643	0.4569	0.3968	0.3235	0.3044	0.1889	0.4704	0.4017
"X514"	0.2923	0.2816	0.142	0.2577	0.1159	0.2273	0.1558	0.1341
"X5143"	0.0788	0.1305	0	0.0286	0	0	0	0.0256
"X5146"	0.2807	0.4968	0.2159	0.2807	0.2397	0.5	0.5	0.4829
"X5148"	0.0519	0.0357	0	0.0832	0.027	0.1727	0.0815	0.0263
"X5149"	0.461	0.4419	0.2159	0.3231	0.3598	0.4318	0.3804	0.3848
"X5152"	0.0881	0	0.037	0.1063	0.0832	0	0.2056	0
"X5157"	0.1615	0.1032	0.2356	0.1615	0.1862	0.3091	0.1245	0.1215
"X516"	0.1404	0.1226	0.2604	0.1615	0.178	0.1591	0.1196	0.178
"X5160"	0	0	0.101	0.1215	0.0244	0	0	0
"X5161"	0.1186	0	0.0385	0	0	0	0	0
"X5163"	0.4175	0.4379	0.4569	0.4267	0.4082	0.1591	0.3696	0.3853
"X5168"	0.4538	0.2908	0.3995	0.437	0.3357	0.0909	0.3351	0.4568
"X5170"	0.2807	0.3355	0.142	0.1615	0.1186	0.0833	0.1558	0.3317
"X5175"	0.3423	0.3214	0.2828	0.3341	0.3724	0.3889	0.2228	0.3113
"X5178"	0.1345	0.2487	0.1226	0.1123	0.2312	0.1727	0.0417	0.081
"X5183"	0.1071	0.0677	0.1068	0.0286	0.0533	0.4273	0.3052	0.1317
"X5188"	0.0985	0	0	0.027	0.0494	0	0.1902	0.0256
"X5191"	0.1862	0	0.1884	0.0731	0.2583	0.0909	0.0815	0.0238
"X5194"	0.101	0.0935	0.0655	0.0494	0.025	0	0.0435	0
"X5197"	0.101	0.2516	0	0.025	0.0533	0.2273	0.0815	0.2019
"X5198"	0.1036	0.1068	0.0323	0.0788	0.0548	0	0.1902	0
"X5201"	0.4926	0.5011	0.4677	0.4561	0.3716	0.4545	0.5018	0.5012
"X5203"	0.0597	0.2586	0.0655	0.164	0.1381	0.2273	0.2332	0.101
"X5206"	0.1615	0.266	0.0881	0.2312	0.0962	0	0.0417	0.241
"X5208"	0.1653	0.1032	0.1226	0.1036	0.025	0	0.0417	0.2326
"X5212"	0.0713	0	0	0.0256	0.0244	0	0	0.1132
"X5213"	0.2807	0.3522	0.0701	0.2866	0.1215	0.2879	0.2727	0.2312
"X5214"	0.2695	0.3871	0.1462	0.2397	0.0731	0.0833	0.3116	0.1579
"X5217"	0.4744	0.4892	0.3793	0.4662	0.4417	0.4924	0.4982	0.4904
"X5218"	0.4649	0.3624	0.372	0.4332	0.4089	0.5	0.4203	0.3974
"X5225"	0.0244	0.0323	0.0312	0.0256	0.0494	0.2273	0	0.0494
"X5226"	0	0	0.0303	0	0	0.1591	0	0
"X5233"	0.0713	0	0.1676	0.0494	0	0	0.2228	0
"X5236"	0	0.0998	0.0312	0	0.0985	0	0.1558	0.0256
"X5237"	0	0.0323	0.142	0	0	0	0.085	0.0244
"X5238"	0.0263	0	0	0.131	0	0	0.0417	0
"X5242"	0.0263	0.037	0.1305	0.1509	0.0731	0	0	0.0244
"X5245"	0.1276	0.0998	0.119	0.0768	0.0256	0.0833	0	0.1862
"X5247"	0.0256	0.0966	0.1897	0.2169	0.081	0.3091	0.1902	0.1345
"X525"	0.2019	0.1264	0.0881	0.1404	0.0939	0.1591	0.2536	0.1742
"X5250"	0.5026	0.5062	0.5011	0.4836	0.5032	0.4242	0.4928	0.4994
"X5253"	0.226	0.228	0.303	0.3138	0.3138	0.2879	0.2536	0.2642
"X5254"	0.484	0.486	0.4925	0.4008	0.4745	0.3182	0.4511	0.3463
"X5256"	0.3939	0.5	0.4527	0.4731	0.4964	0.5152	0.4524	0.5
"X5262"	0.2165	0.1226	0	0.025	0.0939	0	0.2228	0.1159
"X5264"	0.3506	0.4667	0.3712	0.448	0.4293	0.4848	0.2826	0.4321
"X527"	0.1437	0	0.1676	0.0962	0.0494	0.0833	0.0815	0.1347
"X5273"	0.0482	0.1226	0	0	0.0482	0	0	0.0238
"X5277"	0.2688	0.2816	0.3085	0.2881	0.3024	0.2879	0.2844	0.2756
"X5281"	0.0482	0.228	0.2169	0.1404	0.0939	0.1591	0.0815	0.047
"X5283"	0.3077	0.4161	0.3639	0.366	0.372	0.3409	0.4348	0.4576
"X5289"	0.4366	0.4418	0.3864	0.3519	0.4366	0.3409	0.4905	0.4408
"X5291"	0.0768	0	0	0.0494	0.0244	0.1727	0	0.0244
"X5292"	0.484	0.4586	0.4441	0.4812	0.5018	0.5076	0.5036	0.5046
"X5293"	0.205	0.1305	0.0312	0.0286	0.0985	0.0833	0.1621	0.0788
"X5294"	0.1404	0.0634	0.0907	0.0256	0.0962	0	0.1558	0.0918
"X5296"	0.0749	0.0935	0.0615	0.0256	0.0513	0	0.1245	0.0968
"X5299"	0.1579	0.1774	0.1922	0.1615	0.2348	0.1591	0.1902	0.1159
"X5304"	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"X5306"	0.5026	0.5032	0.5043	0.4649	0.4805	0.4242	0.5054	0.4762
"X5314"	0.1579	0.0998	0.0333	0.0263	0	0	0.1196	0.1132
"X5315"	0.4079	0.4161	0.4355	0.3718	0.4667	0.3864	0.4567	0.4408
"X5316"	0.419	0.3966	0.503	0.4891	0.453	0.3636	0.3202	0.3908
"X5319"	0.0731	0.0655	0.0907	0.1215	0.0985	0	0.1902	0.1372
"X5325"	0.1372	0.0935	0.0881	0.0256	0.0244	0.0833	0.0815	0.0697
"X5329"	0.081	0.1944	0.0615	0	0	0.0909	0.0435	0.0788
"X5331"	0.3583	0.266	0.3952	0.404	0.4794	0.4727	0.3098	0.3208
"X534"	0.2165	0.2968	0.1922	0.1862	0.2866	0.1591	0.2844	0.1934
"X5341"	0.1381	0.0385	0.0323	0.0563	0.0286	0	0.0887	0.0278
"X5345"	0.3598	0.471	0.4271	0.4575	0.1615	0.2348	0.3351	0.403
"X5349"	0.2165	0.0655	0.0312	0.0731	0.0494	0	0.0417	0.2701
"X5352"	0.4769	0.4815	0.3366	0.4879	0.4675	0.3409	0.4855	0.419
"X5353"	0.2577	0.3882	0.0597	0.2212	0.1221	0.2879	0.4511	0.3455
"X5354"	0.275	0.2414	0.3871	0.366	0.3306	0.3409	0.3804	0.3731
"X5355"	0.253	0.3161	0.3021	0.2982	0.2976	0.1591	0.3822	0.3403
"X5365"	0.4451	0.4253	0.4953	0.4923	0.4929	0.5152	0.4638	0.3463
"X5373"	0.419	0.4022	0.4678	0.4647	0.4654	0.4848	0.4366	0.4013
"X538"	0.0533	0.0357	0.0345	0.1345	0.1215	0	0.0417	0.0749
"X5381"	0.0244	0	0.1922	0.025	0	0	0	0
"X5384"	0.2866	0.2742	0	0	0.1159	0	0.2228	0.1934
"X5387"	0	0	0.1349	0.1276	0.0768	0.1889	0.0435	0.1548
"X5390"	0.4905	0.5025	0.4989	0.4943	0.4649	0.5182	0.4855	0.5021
"X5391"	0.2923	0.0966	0.2812	0.0962	0.0244	0.0833	0.2826	0.23
"X5392"	0.0731	0	0.0303	0.1472	0.0482	0	0.0417	0.0244
"X5393"	0.0597	0.1601	0.0634	0.1092	0.0278	0	0.0435	0.1092
"X5394"	0	0	0	0.025	0.0939	0.1591	0.0417	0
"X5395"	0.0482	0	0.0303	0	0.1159	0.2879	0	0.0918
"X5397"	0.3101	0.2925	0.1601	0.2504	0.3059	0.3636	0.4348	0.2319
"X5398"	0.0256	0.037	0.0357	0	0	0.1727	0.0887	0.081
"X5399"	0.1159	0.0655	0.1676	0.0749	0.0482	0	0.0435	0.0238
"X540"	0.2312	0.0946	0.1552	0.2269	0.101	0.3182	0.3605	0.2935
"X5401"	0.0939	0.0634	0.0597	0.1404	0.0713	0	0.0815	0.0918
"X5407"	0.0731	0.0998	0.1774	0.1615	0.2072	0	0.1558	0.1821
"X5410"	0.3385	0.3621	0.1155	0.1869	0.2019	0	0.1196	0.2583
"X5412"	0.4899	0.4907	0.5046	0.5021	0.5045	0.4909	0.4625	0.5061
"X5413"	0.0962	0	0.1032	0.1437	0.1906	0.2455	0.1621	0.0519
"X5417"	0.0533	0	0	0.0303	0.0832	0.1889	0	0
"X5423"	0.0548	0.0323	0	0	0.1548	0.3409	0.0417	0.0256
"X5425"	0	0	0.0597	0.0494	0.2019	0.1591	0	0
"X5426"	0.1579	0.0634	0	0.0533	0.0494	0.0833	0.0417	0.0482
"X5428"	0.0506	0.037	0.0634	0.2421	0.1862	0.1727	0.1196	0.0749
"X5433"	0.131	0	0	0	0.0494	0	0.1902	0.0506
"X5436"	0.1036	0.0998	0	0	0.0749	0	0.1196	0.0263
"X5438"	0.2269	0.1944	0.34	0.2893	0.3902	0	0.3333	0.3453
"X5439"	0.025	0.1505	0	0.025	0.0713	0	0.1196	0.0244
"X544"	0.0482	0.0634	0.142	0.0962	0.0985	0	0	0.1215
"X5440"	0.1186	0	0.1155	0.025	0.2348	0.0833	0.0815	0.1404
"X5446"	0.025	0	0	0.0256	0	0.1591	0.0815	0.0244
"X5452"	0	0	0.0677	0.0506	0.0563	0	0	0.1404
"X5454"	0.1579	0.2516	0.1676	0.1827	0.1579	0.2273	0.1902	0.1341
"X5455"	0	0	0.119	0	0.0506	0	0	0.0697
"X5458"	0.2814	0.3305	0.1505	0.2365	0.226	0.1727	0.1558	0.3151
"X546"	0.4454	0.5069	0.4763	0.4294	0.5023	0.5	0.5022	0.4617
"X5464"	0	0	0.1724	0.1653	0.0962	0.0833	0	0.0697
"X5466"	0.1472	0.1032	0.2821	0.1509	0.1215	0.0909	0.0815	0.0519
"X5469"	0.1588	0	0.119	0.0506	0.1509	0.0909	0.0887	0.0731
