"KOD03_097"	"AD06_048"	"WC05_048"	"HS04_048"	"PS12_009"	"GS13_017"	"PWS12_133"	"UP03_048"
"X4235"	-0.0154	0	0	-0.0141	NA	NA	-0.0952	-0.013
"X4236"	-0.2727	-0.1489	-0.0909	-0.1186	-0.2	-0.0476	-0.2432	-0.2542
"X4239"	NA	NA	NA	-0.0286	-0.0137	NA	NA	-0.0145
"X424"	-0.0448	-0.0417	-0.0182	-0.0588	0	0	-0.0952	-0.0462
"X4243"	-0.5686	-0.4	-0.3182	-0.0393	-0.0317	-0.1	-0.3477	-0.0013
"X4246"	-0.0411	NA	NA	NA	NA	0	-0.0455	0
"X4249"	NA	0	NA	NA	-0.0133	1	NA	NA
"X4250"	0	NA	0	NA	NA	-0.0476	-0.0698	-0.025
"X4253"	-0.0014	-0.3333	-0.242	-0.298	-0.1206	-0.4776	-0.4046	-0.1948
"X4254"	-0.0263	-0.0169	-0.0492	NA	-0.013	NA	NA	NA
"X4257"	0.1399	0.0471	-0.0086	-0.0696	0.0633	-0.1	0.0977	0.4138
"X426"	0	NA	NA	NA	NA	NA	-0.0952	NA
"X4260"	-0.0313	-0.0169	-0.0164	NA	NA	-0.0476	NA	0
"X4261"	0	-0.0385	NA	NA	NA	NA	NA	NA
"X4263"	-0.3867	-0.0633	-0.781	-0.1116	-0.1956	-0.2941	-0.25	-0.2193
"X4265"	-0.0667	-0.0526	-0.0508	-0.04	-0.1642	-0.1	-0.15	-0.0513
"X4267"	-0.0435	-0.12	-0.0741	-0.1111	-0.0606	NA	-0.0233	-0.0263
"X4268"	-0.125	-0.0196	-0.0196	-0.0313	-0.1045	NA	NA	-0.0303
"X4270"	-0.0256	NA	-0.0492	-0.0263	-0.0667	0	-0.0222	-0.0256
"X4271"	-0.0685	-0.0545	0	0	-0.0133	0	-0.122	-0.0256
"X4276"	-0.1383	-0.0545	0.0376	-0.0902	-0.2575	0.2029	-0.25	-0.1162
"X4278"	0.6602	NA	-0.0714	-0.0145	0	NA	-0.0455	NA
"X4280"	-0.3	-0.234	-0.046	0.11	0.1466	0.0149	-0.1795	-0.1642
"X4291"	-0.2308	-0.0169	-0.1852	-0.04	-0.0811	0	-0.2432	0.2322
"X4293"	-0.0462	-0.0357	-0.0333	-0.0294	0	NA	NA	-0.0141
"X4299"	-0.2779	-0.2984	0.1073	-0.2504	-0.1443	0.5	-0.5277	0.0509
"X4304"	0	-0.0189	-0.0588	-0.0588	0	NA	NA	NA
"X4311"	NA	NA	-0.0492	0	-0.0263	NA	0	NA
"X4312"	-0.04	-0.0357	0	-0.0462	-0.013	NA	-0.0732	0
"X4317"	-0.129	-0.1111	-0.2609	-0.1034	-0.0827	-0.1	-0.0455	-0.1212
"X4318"	-0.0545	-0.0213	NA	0	0	0	-0.0857	0
"X4320"	NA	0	-0.0175	-0.0746	NA	0	NA	-0.0857
"X4322"	-0.1111	-0.0345	NA	-0.0541	-0.0256	NA	-0.122	-0.025
"X4325"	-0.4616	-0.3404	-0.4291	-0.4904	-0.1098	-0.8333	-0.1634	-0.3256
"X4328"	-0.8333	-1	-0.5385	-0.8462	-0.8049	-1	-1	-1
"X4332"	NA	NA	NA	NA	NA	0	-0.122	NA
"X4339"	-0.039	-0.0357	-0.0323	-0.04	NA	NA	-0.0732	-0.025
"X4340"	NA	NA	NA	NA	NA	0	-0.0698	0
"X4344"	-0.1045	-0.433	NA	-0.0769	-0.0571	0	-0.2432	-0.0601
"X4348"	-0.0133	-0.0612	0	0.2202	NA	NA	0	NA
"X4349"	-0.0137	NA	0	-0.0141	0	NA	-0.0476	-0.0133
"X4350"	-0.0769	-0.1154	-0.0877	0.3675	NA	NA	0.0455	-0.1613
"X4353"	-0.04	-0.1765	-0.0333	-0.04	-0.0263	NA	-0.0222	-0.039
"X4357"	-0.4035	-0.3333	-0.2075	-0.2	-0.0749	-0.1	-0.4375	-0.3057
"X4360"	-0.1864	-0.1768	-0.1698	-0.283	-0.1429	-0.3846	-0.2571	-0.3269
"X4362"	-0.0704	NA	-0.0877	0	-0.0526	0	-0.0222	-0.039
"X4373"	-0.176	-0.4675	-0.4222	-0.2597	0.0326	0	-0.5277	0.1546
"X4374"	0	NA	0	-0.0435	NA	NA	NA	-0.0133
"X4376"	-0.039	-0.2083	-0.0492	0	-0.0667	0	-0.122	-0.0789
"X4378"	-0.202	-0.4426	-0.4194	-0.1371	-0.099	0.4118	0.0213	-0.1776
"X4380"	0.2222	-0.1489	-0.0588	-0.0435	-0.1385	0	-0.0476	-0.1014
"X4382"	-0.1642	-0.1765	NA	-0.1143	-0.0986	-0.1579	-0.0476	-0.1233
"X4384"	-1	-1	-1	-1	-1	-1	-1	-1
"X4385"	-0.0286	0	0.2727	NA	0	NA	0	0
"X4387"	-0.1429	-0.0169	-0.0333	-0.0263	-0.0127	NA	0.3491	-0.0526
"X4389"	-1	-1	-1	-1	-1	-1	-1	-1
"X4391"	-0.1111	NA	-0.1852	-0.013	-0.039	0	-0.0222	-0.025
"X4395"	-0.3699	-0.3636	-0.2772	-0.2698	-0.0864	-0.4667	-0.4375	-0.0058
"X4405"	NA	0	0	0	-0.013	-0.0476	NA	0
"X4406"	0	NA	NA	NA	NA	NA	-0.0455	NA
"X4409"	-0.2982	-0.139	-0.0756	-0.0827	-0.106	-0.1579	0.25	-0.0943
"X4413"	1	NA	NA	NA	NA	-0.0476	NA	NA
"X4414"	-0.0667	NA	NA	NA	-0.0127	NA	NA	NA
"X4421"	-0.013	NA	0	-0.0541	-0.0127	NA	0	NA
"X443"	-0.0556	-0.125	-0.1034	-0.0667	0.0526	NA	0.5078	0.0674
"X4431"	-0.4253	-0.2174	-0.275	-0.1194	-0.48	0.3103	-0.2655	-0.292
"X4432"	-0.0213	-0.3488	-0.1736	-0.0812	-0.2542	-0.0476	-0.122	-0.2581
"X4433"	-0.1045	-0.0545	-0.1429	-0.0857	-0.1429	-0.1579	-0.1	-0.1549
"X4435"	0	NA	0	-0.013	0	NA	-0.0698	0
"X4436"	0	-0.0189	NA	-0.0411	-0.027	-0.0476	0	-0.0137
"X4438"	NA	-0.0588	-0.0769	-0.0294	-0.027	NA	-0.0455	-0.0556
"X4440"	NA	0	-0.0169	0	-0.0606	0	0	NA
"X4447"	-0.1045	-0.1837	-0.2917	0.0886	-0.1878	-0.1579	-0.2105	-0.0909
"X4448"	-0.0448	-0.0385	0	-0.0303	-0.0541	0	0	0.6598
"X4453"	0	-0.0417	0	NA	0	-0.1111	0	NA
"X446"	-0.2188	-0.2371	-0.1429	-0.1642	-0.1345	-0.0476	-0.3143	-0.0152
"X4460"	-0.1594	-0.1765	-0.0164	-0.0263	-0.0526	NA	-0.0698	-0.0513
"X4462"	-0.0811	-0.2245	0.2771	-0.0263	NA	-0.0526	-0.122	0.2292
"X4463"	NA	-0.0385	-0.0588	NA	-0.0606	NA	NA	-0.0435
"X4466"	-0.027	-0.1739	0.0291	-0.1148	0.0281	-0.1765	0.0455	-0.2881
"X4468"	-0.177	-0.3382	-0.1111	-0.4486	-0.2054	0.4118	-0.2407	-0.4605
"X4472"	-0.1471	-0.1915	-0.0667	-0.0685	-0.0133	NA	-0.2222	-0.1818
"X4474"	0	-0.0169	0	0	-0.0526	-0.0476	0	-0.0789
"X4478"	-0.0448	0.3554	-0.037	-0.0492	-0.0937	NA	-0.0233	-0.0606
"X4480"	NA	-0.0345	-0.0323	-0.0833	0	NA	NA	NA
"X4481"	0	-0.0169	-0.0847	0.4834	0	NA	-0.0698	-0.038
"X4483"	-0.0411	-0.1373	0	-0.125	0.1789	0	-0.1579	-0.0959
"X4485"	NA	-0.0345	NA	NA	NA	NA	-0.0455	NA
"X4487"	-0.3	-0.2245	-0.2075	0.1906	0.0416	-0.2941	-0.3333	-0.1843
"X4489"	-0.0526	-0.0357	NA	-0.0263	NA	0	-0.0455	-0.0811
"X4490"	0.1325	-0.4286	0.011	-0.0851	-0.3124	1	-0.1795	-0.246
"X4495"	-0.0256	0	0	NA	-0.0667	NA	NA	NA
"X4496"	-0.0133	-0.04	-0.037	-0.0462	-0.0937	-0.0476	-0.0233	-0.1212
"X4499"	-0.3124	-0.1111	-0.1923	0.05	-0.0263	-0.1579	-0.09	-0.1272
"X4502"	0	NA	-0.1228	-0.0263	-0.2	-0.1111	0.6567	-0.0263
"X4504"	-0.0127	0	NA	0	0	NA	0	-0.0649
"X4505"	-0.0133	-0.0566	-0.0526	NA	0	0	-0.0455	0
"X4508"	-0.129	-0.1064	-0.234	-0.1803	-0.2459	-0.1765	-0.2432	-0.1746
"X4509"	-0.0263	NA	-0.0508	0	-0.0263	-0.1	NA	-0.0123
"X451"	-0.5319	-0.3744	-0.0797	-0.3268	-0.2881	-0.1579	-0.5949	0.1333
"X4511"	-0.027	NA	-0.0164	-0.0133	NA	-0.0476	0	NA
"X4519"	-0.5067	-0.2583	-0.3502	-0.1383	-0.3625	0.0149	-0.7692	-0.3256
"X452"	NA	-0.0345	NA	NA	NA	NA	-0.0769	-0.0123
"X4523"	-0.0769	-0.1837	-0.0526	-0.0588	-0.0606	NA	0	-0.0317
"X4525"	-0.0833	-0.0741	-0.1228	0.1789	-0.1304	-0.1579	-0.0952	-0.1884
"X4528"	-0.1429	-0.102	-0.08	0.3684	-0.0704	NA	-0.2778	-0.0278
"X453"	-0.129	-0.0769	-0.0169	-0.0986	-0.1077	-0.0526	-0.0402	-0.1724
"X4531"	-0.2698	-0.2	-0.242	-0.2188	-0.3115	-0.0476	-0.2432	-0.1081
"X4532"	-0.6	-0.9286	-0.697	-0.5417	-0.5686	-1	-1	-1
"X4534"	-0.3793	-0.381	-0.2549	-0.0024	-0.1594	-0.2941	-0.3143	-0.3261
"X4536"	0.013	-0.1667	-0.2821	-0.2063	-0.2759	0	-0.1	-0.2063
"X4537"	-0.0127	0	0	NA	-0.0127	NA	-0.0476	NA
"X4540"	0	NA	NA	0	-0.0571	0	NA	NA
"X4543"	-0.2903	-0.2889	0.2809	-0.0685	0.0023	NA	-0.2105	-0.2424
"X4547"	-0.3929	-1	-0.3191	-0.434	-0.3793	-0.8333	-1	-0.9
"X4549"	-0.0133	-0.1111	-0.1538	-0.1343	-0.1345	-0.2222	-0.0455	-0.0133
"X4551"	NA	0	-0.098	0	0	NA	NA	-0.027
"X4552"	-0.0556	-0.0545	-0.0667	-0.0263	-0.0286	NA	-0.0455	-0.0789
"X4553"	-0.0909	-0.1538	-0.0169	-0.0137	-0.013	0	-0.0233	-0.0141
"X4557"	-0.0278	-0.12	-0.0492	-0.0556	-0.0571	0	-0.1795	0.1361
"X4558"	-0.027	-0.0588	-0.0345	-0.0141	-0.013	NA	-0.0698	-0.0556
"X4559"	-0.0986	-0.0909	0	-0.0571	NA	-0.1111	-0.0698	-0.038
"X456"	-0.434	-0.6	-0.2308	-0.5833	-0.52	-0.375	-0.4375	-0.56
"X4560"	-0.1111	0	-0.1429	-0.1642	-0.0526	0	NA	-0.1233
"X4563"	-0.0294	-0.08	-0.1304	-0.125	-0.0769	-0.0526	NA	-0.1475
"X4575"	-0.3772	-0.4442	-0.1364	-0.291	-0.1543	-0.2222	-0.4946	-0.2391
"X4577"	-0.2575	-0.0526	-0.2075	-0.1343	-0.2308	-0.0476	-0.2432	-0.1233
"X4578"	NA	NA	NA	NA	-0.0133	-0.0526	0	NA
"X4580"	-0.013	-0.0566	NA	-0.013	0	NA	-0.0222	-0.0685
"X4584"	-0.0808	-0.3571	-0.2727	-0.3306	-0.0782	0.5	-0.2243	-0.0663
"X4592"	-0.0313	-0.1304	NA	NA	NA	NA	0	0
"X4594"	-0.04	NA	-0.037	-0.027	0	NA	-0.0952	0
"X4596"	-0.0667	NA	NA	-0.0833	-0.0685	NA	0	-0.0256
"X4598"	-0.3214	-0.2	-0.25	-0.2857	-0.2787	-0.25	-0.3529	-0.2459
"X4599"	-0.013	0	-0.0333	-0.04	-0.2	-0.2941	-0.122	-0.013
"X46"	-0.1878	0.0625	-0.3913	-0.3929	-0.4115	-0.082	-0.1396	-0.1009
"X4609"	-0.2258	-0.3938	-0.4967	-0.2239	-0.1741	-0.2222	0.0194	-0.1839
"X4610"	-0.0811	-0.0357	-0.0164	0	NA	-0.0526	NA	-0.038
"X4611"	0	NA	0	-0.0141	0.2308	-0.0476	-0.0732	NA
"X4612"	NA	NA	-0.0175	NA	NA	-0.0476	-0.0455	0
"X4622"	NA	0	-0.0159	NA	0.3717	NA	-0.0222	0
"X4624"	-0.2857	-0.1905	-0.0732	-0.1803	-0.0074	-0.0476	-0.15	-0.1475
"X4625"	0.0281	-0.2	-0.1228	-0.1343	-0.0526	-0.1765	-0.0455	0.1747
"X4627"	-0.2239	-0.0909	-0.0633	-0.1935	-0.0276	-0.082	0.1064	-0.0749
"X4628"	-0.0411	-0.0385	0	-0.0435	NA	NA	0	-0.0133
"X4634"	-0.0278	0.4766	-0.0164	-0.04	-0.0149	NA	-0.0455	-0.0448
"X464"	0.0476	-0.1765	0.1107	-0.0879	-0.1765	-0.1	-0.2432	-0.246
"X4645"	-0.3228	-0.4384	-0.1698	-0.3777	0.0441	0.0149	-0.2407	-0.2951
"X4647"	-0.3818	-0.1634	-0.0502	-0.1411	-0.476	0.0149	-0.3143	-0.3
"X465"	NA	NA	NA	NA	NA	-0.1	NA	NA
"X4663"	-0.0313	-0.0357	0.3588	-0.0435	-0.023	-0.0526	-0.0455	-0.0286
"X4666"	-0.0137	NA	0	NA	NA	NA	0.4684	-0.0606
"X4667"	-0.2575	-0.0169	0.0254	-0.1269	-0.2903	0.1538	-0.2432	0.1546
"X4668"	0	-0.0667	NA	NA	NA	NA	-0.0698	NA
"X4669"	-0.3559	-0.1222	-0.2549	-0.2381	-0.2044	-0.4667	-0.2778	-0.2202
"X4670"	-0.0462	-0.0182	-0.037	0	-0.1014	-0.1111	NA	0.0483
"X4673"	-0.0127	-0.0526	-0.0847	-0.0685	0	0	-0.0222	-0.0123
"X4674"	-0.0667	-0.0909	-0.0146	-0.2	-0.1009	0.0149	-0.0952	0
"X4677"	0	NA	NA	-0.0435	NA	NA	NA	0
"X4681"	-0.0526	-0.0169	-0.0847	-0.0556	0	0	0	-0.1389
"X4683"	-0.0882	-0.1905	-0.0545	-0.0286	-0.0625	-0.0526	-0.2121	-0.1429
"X4684"	-0.2308	-0.1321	-0.0667	-0.0833	-0.039	-0.0476	-0.15	-0.1233
"X4686"	-0.2131	-0.3171	-0.1765	-0.2982	-0.4053	0	-0.4839	-0.1935
"X4688"	-0.1186	-0.1163	-0.0385	-0.0476	0	NA	0	0.0483
"X469"	NA	NA	-0.0164	-0.04	-0.0556	0	NA	NA
"X4692"	-0.0256	-0.0357	0.4797	0	0	NA	NA	-0.039
"X4694"	-0.0685	-0.0175	0	NA	NA	NA	NA	0
"X4695"	-0.0256	0	-0.0333	-0.1692	-0.0909	NA	NA	NA
"X4696"	NA	NA	-0.0909	0	-0.0256	NA	0	NA
"X4699"	-0.4815	-0.2371	-0.4222	0.0023	-0.1703	0.4359	-0.3143	-0.3333
"X470"	-0.3607	-0.3242	-0.2766	-0.3433	-0.0929	-0.1	-0.5862	0.0386
"X4703"	-0.5629	-0.781	-0.4803	-0.7483	-0.8	-0.5714	-0.76	-0.5506
"X4704"	-0.1765	-0.1667	NA	-0.04	0	0	-0.1795	0.3277
"X4705"	0	-0.0182	-0.0877	-0.0137	-0.1212	-0.0476	-0.0222	1
"X4707"	0	-0.037	-0.0333	NA	-0.0137	NA	0.4699	NA
"X4710"	-0.0667	-0.0169	-0.0877	-0.0263	-0.0526	0	0	-0.1081
"X4711"	-0.0833	NA	0	NA	NA	-0.0476	-0.0952	NA
"X472"	-0.1429	0	-0.4691	-0.3684	-0.25	-0.0476	-0.1795	-0.0933
"X4721"	0	NA	NA	-0.013	NA	NA	-0.0455	NA
"X4724"	-0.0303	NA	-0.098	-0.125	-0.0588	NA	-0.0455	0
"X4725"	-0.0667	-0.0345	NA	0	NA	0	-0.0222	0
"X4726"	0	-0.098	-0.0169	-0.0141	-0.0833	0	NA	-0.0123
"X4727"	-0.1661	-0.1468	0.1166	-0.1371	0.5082	0.1	0.0909	0.5506
"X4732"	-0.1304	NA	-0.0164	NA	NA	NA	NA	-0.0256
"X4733"	-0.3818	-0.25	-0.2653	-0.2203	-0.1385	0	-0.0222	-0.0864
"X4738"	0	NA	-0.12	-0.0606	-0.0278	NA	-0.0455	-0.0606
"X475"	-0.2121	-0.0714	-0.0323	-0.0685	NA	0	-0.122	-0.0933
"X4752"	NA	NA	0	-0.0746	-0.0141	-0.0526	NA	0
"X4754"	-0.0313	0	-0.1321	0.2809	-0.0606	-0.1111	-0.0244	-0.0725
"X4757"	-0.0263	-0.0545	-0.0333	NA	-0.0256	NA	-0.0222	-0.1143
"X4761"	-0.283	-0.5429	0.1329	-0.0058	-0.2381	0	-0.5333	-0.3408
"X4763"	0	-0.0566	-0.0612	-0.0294	0	NA	-0.0698	0
"X4764"	-0.0526	-0.0909	0	NA	-0.013	NA	-0.0222	-0.0649
"X477"	-0.3408	-0.2154	-0.3208	-0.0875	-0.3215	-0.082	0.0143	-0.0991
"X4770"	-0.039	-0.0169	0	-0.0541	NA	NA	0	-0.0123
"X4771"	-0.0541	0	-0.0323	-0.013	-0.0137	NA	-0.0455	-0.0256
"X4773"	-0.0526	NA	NA	NA	0	NA	0	-0.0127
"X4775"	-0.0448	-0.0175	-0.0169	0	-0.0685	0	-0.0732	-0.1014
"X4776"	-0.0571	-0.0357	-0.0323	-0.0137	-0.0556	0	-0.0455	-0.04
"X4778"	-0.4376	-0.4439	-0.2102	-0.5506	-0.1162	-0.0526	-0.4839	-0.3975
"X478"	-0.0808	-0.0839	0.1064	-0.2963	-0.1429	-0.3333	-0.4375	-0.0725
"X4780"	-0.0127	-0.0169	-0.0159	-0.04	-0.0685	-0.0476	-0.0455	-0.038
"X4782"	-0.0127	NA	NA	NA	NA	NA	-0.0455	NA
"X4783"	0.2308	-0.0543	-0.0159	-0.0986	-0.0811	NA	-0.0952	-0.0959
"X4784"	-0.3559	-0.4194	-0.1985	-0.4408	-0.2195	0.2029	-0.5277	0.1025
"X4787"	-0.0704	-0.0741	-0.1034	-0.0137	-0.0263	-0.0476	-0.0455	-0.0959
"X4789"	0.4825	-0.08	0.6593	0.2871	0.2885	-0.0476	0	0.4532
"X4790"	-0.1321	-0.0991	-0.2917	-0.0812	-0.0458	-0.1	0.0129	-0.3
"X4796"	-0.1111	-0.0526	-0.0164	-0.04	-0.0811	NA	0	-0.0933
"X4798"	-0.0286	NA	0	-0.0145	-0.0286	NA	0	0
"X4802"	-0.0149	0	0	0	0	NA	0	-0.0411
"X4807"	-0.039	-0.0169	-0.0847	-0.013	-0.0667	NA	0	-0.1549
"X4808"	-0.2739	-0.5337	-0.4412	-0.4214	-0.1986	-0.4286	-0.1795	-0.4469
"X4815"	-0.039	-0.0345	-0.069	-0.0556	-0.0526	NA	-0.1053	-0.0789
"X4818"	-0.0303	-0.0588	NA	NA	-0.0137	NA	NA	0
"X4819"	-0.0685	NA	NA	-0.0133	NA	NA	NA	0
"X482"	-0.2188	-0.4286	-0.3333	-0.1304	-0.1594	-0.1	-0.0222	-0.2812
"X4820"	-0.4305	-0.3462	-0.3884	-0.4381	-0.1543	-0.2222	-0.3237	-0.1742
"X4821"	-0.0133	-0.0741	0	-0.013	-0.039	NA	0	0
"X4823"	-0.3462	-0.1321	-0.1321	0.0191	-0.2069	-0.1579	-0.1795	-0.1155
"X4826"	-0.0556	-0.0714	-0.0357	-0.0435	-0.04	NA	NA	-0.038
"X4831"	-0.4035	-0.0543	-0.2536	-0.361	-0.25	0.1538	-0.1396	-0.0617
"X4836"	0	NA	0.2132	0.0087	-0.0588	NA	0	0
"X4840"	NA	NA	NA	-0.0263	-0.0526	-0.0476	-0.0222	0
"X4844"	-0.013	-0.0526	-0.0667	-0.0423	0	-0.0476	-0.122	NA
"X4846"	0	-0.0769	0	-0.0704	-0.013	NA	-0.0222	0
"X4850"	0	-0.037	NA	0	0	NA	NA	NA
"X4851"	NA	NA	NA	NA	-0.0556	0	NA	NA
"X4855"	-0.0526	0.4783	-0.0159	0	-0.0127	0	-0.0222	0
"X4858"	NA	NA	NA	0	-0.0541	-0.0526	NA	0
"X4859"	-0.0959	-0.0182	-0.1228	-0.0411	-0.039	-0.0476	-0.0455	-0.0127
"X4860"	-0.0127	-0.0526	NA	0	NA	NA	NA	-0.039
"X4861"	-0.2542	0.0968	-0.1915	-0.1854	0.1576	-0.6923	-0.2432	-0.1429
"X4863"	-0.0159	-0.0182	-0.0385	-0.0606	-0.0137	-0.0526	0	0.482
"X4864"	-0.0448	-0.0175	1	NA	-0.0423	NA	-0.0952	-0.0141
"X4866"	-0.0571	NA	-0.0612	-0.129	-0.1562	-0.0526	-0.0222	0
"X4867"	-0.3073	-0.3183	0.0646	-0.1795	-0.4062	-0.1324	-0.3253	-0.048
"X4868"	-0.0725	-0.0588	NA	-0.0769	-0.0141	NA	0	NA
"X487"	NA	NA	NA	NA	NA	-0.0476	NA	NA
"X4874"	-0.039	NA	-0.0323	0	-0.0127	0	-0.0952	NA
"X4881"	-0.4943	-0.4712	-0.2261	-0.1162	-0.3052	-0.2941	-0.1459	-0.0991
"X4883"	0.0068	-0.3043	-0.1512	-0.3411	-0.3759	-0.082	-0.4375	-0.1445
"X4887"	-0.0145	-0.0175	0.1549	-0.0423	-0.0435	NA	0.2453	0.3693
"X4888"	-0.3333	-0.2857	-0.3333	-0.292	-0.3684	-0.1765	-0.3477	-0.3735
"X4890"	0.093	-0.0526	0.0759	-0.1061	0.0101	0.3714	0.0108	0.128
"X4895"	0	NA	NA	0	-0.0256	0	0	-0.0556
"X4898"	NA	-0.0612	NA	0	NA	NA	0	NA
"X4900"	-0.4356	-0.5	-0.1736	-0.4837	-0.0458	-0.375	-0.2778	-0.3016
"X4901"	-0.1746	-0.1538	0.1086	-0.1343	0.4504	NA	-0.0455	-0.0986
"X4904"	-0.039	-0.1765	-0.1034	0	-0.0256	-0.0476	-0.122	-0.0526
"X4905"	-0.0127	0	-0.0333	-0.0263	0.1336	0	-0.0455	-0.0526
"X4906"	-0.0345	-0.3938	-0.3308	-0.343	-0.0145	-0.2222	-0.3808	-0.2
"X4912"	-0.4885	-0.5369	-0.2549	-0.291	-0.3869	0.2826	-0.4946	-0.2315
"X4915"	-0.561	-0.4831	-0.1827	-0.2881	-0.4078	-0.4776	-0.3462	-0.1549
"X4916"	-0.0263	-0.0345	0	-0.0685	-0.039	NA	-0.0455	-0.038
"X4918"	-0.0137	0	NA	-0.0937	1	NA	NA	NA
"X492"	NA	NA	NA	NA	-0.0541	0.2826	NA	NA
"X4927"	-0.1471	-0.0526	-0.2075	0.1466	0.0521	-0.2941	-0.1795	-0.1111
"X4928"	0.0938	-0.1556	-0.3846	-0.4583	0.1735	-0.25	0.064	-0.0734
"X493"	-0.1333	-0.037	-0.069	-0.1525	-0.1212	NA	-0.1	-0.1212
"X494"	NA	0	-0.0877	0	-0.0263	NA	NA	-0.0123
"X4943"	-0.039	-0.0345	-0.0492	-0.013	-0.0256	NA	-0.0455	-0.038
"X4953"	-0.0462	-0.1111	-0.0164	-0.0141	-0.027	NA	0	-0.1111
"X4954"	NA	0	-0.0323	-0.0263	-0.0667	0	-0.0698	NA
"X496"	0	NA	-0.098	-0.0149	-0.125	NA	0	-0.0137
"X4967"	-0.0256	-0.0741	0	0	-0.0127	NA	0	-0.0933
"X4974"	0.2809	NA	0	-0.0588	-0.1028	0.1304	-0.122	0
"X4976"	-0.25	0.1064	-0.1636	-0.1741	-0.4249	-0.4776	-0.2105	-0.2239
"X4979"	-0.0256	-0.0909	NA	NA	-0.013	NA	0	NA
"X4982"	-0.3559	-0.2766	-0.1111	-0.2258	-0.2308	-0.1579	-0.0952	-0.246
"X4984"	-0.1143	-0.1538	-0.1228	-0.0986	0.0674	-0.1579	-0.2105	-0.0513
"X4985"	-0.1268	-0.0714	-0.0492	-0.0541	-0.1429	-0.1	-0.122	-0.1549
"X4986"	-0.4167	-0.0455	-0.3642	-0.577	-0.6963	0.1	-0.5529	-0.4857
"X4988"	-0.2546	-0.2255	-0.0077	0.0355	-0.0163	-0.25	-0.4634	-0.1786
"X4989"	-0.4004	-0.1818	-0.0508	-0.2405	-0.2701	-0.5385	-0.3397	0.0789
"X4992"	0	NA	NA	NA	-0.013	-0.1765	-0.0455	0
"X4996"	NA	NA	NA	0	NA	NA	NA	-0.0411
"X4997"	-0.2364	-0.2151	-0.2653	0.0019	-0.2281	0.1304	-0.3529	0.0674
"X5003"	-0.3962	-0.381	0.0217	-0.1613	-0.0374	-0.0526	-0.0244	-0.0808
"X5004"	NA	-0.0175	NA	NA	-0.0411	0	-0.0222	NA
"X5005"	0	-0.0169	0	NA	-0.039	-0.0476	-0.0222	0
"X5006"	-0.1692	-0.2889	0.1064	0.0341	0.013	0.7568	0.0717	0.1325
"X5009"	-0.9048	-1	-1	-1	-1	-1	-1	-1
"X5012"	0	NA	NA	NA	NA	-0.0476	NA	NA
"X5013"	-0.0127	-0.0169	NA	NA	0	-0.0476	-0.0455	-0.025
"X5016"	-0.0149	NA	NA	-0.0278	-0.1014	NA	NA	NA
"X5017"	-1	-1	-1	-1	-1	-1	-1	-1
"X5018"	-0.1212	-0.0588	-0.0909	-0.0588	-0.0704	-0.0526	0	-0.0411
"X5020"	-0.1765	-0.3333	-0.1636	-0.3448	-0.0458	-0.2941	-0.1795	-0.0789
"X5027"	-0.1268	-0.1321	-0.0847	-0.0833	-0.0256	NA	0.121	-0.038
"X5028"	-0.1692	-0.7333	-0.0545	-0.2203	-0.0986	-0.8182	-0.76	-0.5745
"X5029"	-0.013	-0.0345	NA	-0.0541	0	NA	-0.0698	-0.0649
"X503"	-0.0526	0	NA	NA	NA	NA	NA	-0.0123
"X5030"	-0.2671	-0.2766	0.5317	-0.0704	-0.1429	NA	-0.2105	-0.038
"X5031"	-0.1148	-0.0566	-0.0769	-0.0909	0.1309	NA	NA	-0.0286
"X5032"	-0.1148	-0.0909	-0.1071	-0.0556	-0.0423	-0.1111	0	-0.025
"X5033"	-0.0811	0	0	-0.0541	-0.0256	0	-0.0222	NA
"X5034"	0	0	-0.0159	-0.0541	NA	0	NA	-0.0123
"X5040"	-0.4444	-0.4286	-0.1636	-0.2698	-0.2121	-0.1579	-0.3529	-0.108
"X5041"	NA	NA	NA	NA	-0.0127	-0.0476	NA	NA
"X5051"	-0.3214	-0.45	-0.1272	-0.3425	-0.3124	0.2826	-0.3143	-0.2581
"X5052"	-0.0294	-0.04	-0.0182	-0.0149	0	0	-0.0256	NA
"X5058"	-0.2459	-0.4211	-0.1538	-0.3125	-0.1782	-0.1765	-0.3529	-0.0317
"X5059"	0.3702	-0.037	0.2703	-0.1471	-0.0812	0	-0.122	-0.108
"X5060"	NA	NA	-0.0508	-0.013	0	NA	NA	NA
"X5064"	-0.039	-0.0909	0	-0.0556	-0.0256	-0.0476	-0.0455	-0.025
"X5065"	-0.3228	-0.25	-0.242	-0.1471	-0.1662	0.0351	-0.3529	-0.0082
"X5066"	NA	NA	NA	NA	NA	-0.0526	NA	NA
"X507"	0.0674	-0.1111	-0.0383	-0.2381	-0.4035	-0.1579	0.0717	-0.1594
"X5076"	0	0	-0.0333	-0.0263	-0.0685	NA	NA	0.4834
"X5077"	-0.1818	-0.2766	-0.0333	-0.0571	-0.2	0	-0.15	-0.0256
"X5080"	NA	NA	NA	NA	0	-0.0476	NA	NA
"X5084"	-0.1168	-0.3934	-0.1739	0.1049	-0.1111	0	-0.3333	-0.1143
"X5085"	-0.0263	NA	-0.0323	-0.04	-0.0213	-0.1	0	NA
"X5089"	-0.1784	-0.4872	-0.3617	-0.1992	-0.3559	-0.1	-0.3143	-0.4138
