locus fis fst fit snp_position
2533 -0.052031 0.012811 -0.038553 NA
2542 -0.877492 -0.000396 -0.878235 NA
255 -0.093761 0.000152 -0.093595 NA
2550 0.104579 -0.000595 0.104046 NA
2554 -0.066164 0.005614 -0.060179 NA
2559 -0.031467 -0.002457 -0.034001 NA
256 0.140683 -0.002418 0.138606 NA
257 -0.049471 0.002677 -0.046662 NA
2571 -0.109082 0.018460 -0.088608 NA
2572 -0.057129 0.002089 -0.054921 NA
2573 -0.942201 0.000867 -0.940517 NA
2574 -0.132690 0.026678 -0.102472 NA
2575 -0.034246 0.005034 -0.029040 NA
2577 -0.043181 0.021353 -0.020906 NA
2578 -0.043944 0.034638 -0.007784 NA
258 0.022293 0.059008 0.079986 NA
2581 -0.024615 0.016868 -0.007333 NA
2583 -0.202191 -0.006590 -0.210114 NA
2585 -0.467900 0.006509 -0.458346 NA
2586 -0.085518 0.080618 0.001994 NA
2588 -0.198431 0.078166 -0.104754 NA
2589 -0.118497 0.006443 -0.111291 NA
2590 -0.074759 0.077150 0.008159 NA
2594 -0.170792 0.108829 -0.043376 NA
2598 0.001025 0.015535 0.016544 NA
260 -0.034946 0.016226 -0.018153 NA
2600 -0.136413 0.104865 -0.017243 NA
2601 -0.021822 0.008644 -0.012989 NA
2604 -0.152585 0.063068 -0.079895 NA
2609 -0.025279 0.005276 -0.019870 NA
261 -0.039309 0.025330 -0.012983 NA
2611 -0.133377 0.009646 -0.122444 NA
2612 -0.252833 0.006662 -0.244486 NA
2613 -0.016945 0.015641 -0.001039 NA
2618 -0.107816 0.022521 -0.082866 NA
2624 -0.370051 0.082642 -0.256828 NA
2628 -0.357100 0.004791 -0.350598 NA
2629 -0.029349 0.021563 -0.007153 NA
2638 -0.034391 -0.001162 -0.035593 NA
264 -0.023212 -0.005150 -0.028482 NA
2641 -0.301519 0.000925 -0.300314 NA
2643 0.116243 -0.002722 0.113837 NA
2645 -0.141765 0.007292 -0.133439 NA
2646 -0.080083 0.018322 -0.060294 NA
2647 -0.058864 -0.005406 -0.064588 NA
2651 -0.038212 0.035252 -0.001614 NA
2652 -0.105917 0.012724 -0.091844 NA
2653 -0.141545 0.015022 -0.124397 NA
266 -0.164346 -0.000676 -0.165133 NA
2661 -0.054251 0.000907 -0.053295 NA
2664 -0.040194 0.000215 -0.039970 NA
267 -0.170851 0.052400 -0.109498 NA
2671 -0.245489 -0.000374 -0.245955 NA
2673 -0.026965 0.021472 -0.004914 NA
2680 -0.356506 0.081267 -0.246266 NA
2681 -0.041814 0.035342 -0.004994 NA
2687 -0.167184 0.058646 -0.098733 NA
2688 -0.062890 0.020802 -0.040780 NA
2689 -0.035028 0.026030 -0.008086 NA
269 -0.192429 0.046805 -0.136617 NA
2691 -0.201000 0.038000 -0.155361 NA
2693 -0.048746 0.000580 -0.048138 NA
2696 -0.511279 0.008595 -0.498290 NA
2698 -0.046025 0.022246 -0.022756 NA
270 -0.260513 0.004985 -0.254229 NA
2701 -0.047197 0.037920 -0.007487 NA
2705 -0.085674 0.015807 -0.068513 NA
271 -0.033963 0.024523 -0.008607 NA
2712 -0.203070 0.001955 -0.200718 NA
2715 -0.071915 0.035039 -0.034356 NA
2716 -0.008098 0.011213 0.003206 NA
2717 -0.315541 0.020934 -0.288002 NA
2719 -0.270696 0.001280 -0.269070 NA
2722 -1.000000 0.000000 -1.000000 NA
2727 -0.235457 0.015538 -0.216260 NA
2730 -0.117360 -0.001673 -0.119229 NA
2734 -0.171563 -0.003959 -0.176201 NA
2735 -0.066954 0.012903 -0.053187 NA
2743 -0.043596 -0.005555 -0.049393 NA
2751 -0.323358 0.019892 -0.297035 NA
2754 -0.311206 0.008121 -0.300557 NA
2755 -0.067732 0.009348 -0.057751 NA
2758 -0.076265 0.039166 -0.034112 NA
2762 -0.088619 0.005402 -0.082738 NA
2766 -0.042156 0.020803 -0.020476 NA
2768 -0.172344 0.015325 -0.154378 NA
2769 -0.213924 -0.004712 -0.219644 NA
277 -0.056129 -0.005784 -0.062237 NA
2772 -0.039328 0.009028 -0.029946 NA
2773 -0.185110 0.000956 -0.183977 NA
2776 0.048264 -0.001402 0.046930 NA
2783 -0.023628 0.009777 -0.013620 NA
2788 -0.225000 0.005977 -0.217678 NA
2793 -0.027139 0.003845 -0.023190 NA
2794 -0.002784 0.021921 0.019198 NA
2797 -0.056141 -0.001228 -0.057438 NA
2798 -0.361941 0.009243 -0.349353 NA
280 -0.071348 0.009378 -0.061301 NA
2800 -0.025567 0.013499 -0.011722 NA
2801 -0.079134 -0.004098 -0.083556 NA
2815 -0.149333 0.000776 -0.148441 NA
2822 -0.038856 0.021387 -0.016638 NA
2824 -0.232155 -0.006917 -0.240679 NA
2829 -0.106658 -0.000741 -0.107478 NA
2830 -0.038860 0.024981 -0.012908 NA
2832 -0.103882 0.004833 -0.098546 NA
2833 -0.226167 0.030096 -0.189264 NA
2835 -0.091019 0.023094 -0.065823 NA
2840 -0.152000 0.027216 -0.120647 NA
2844 -0.053480 0.041534 -0.009725 NA
2847 -0.376113 -0.005160 -0.383215 NA
2850 -0.056315 0.024939 -0.029972 NA
2851 -0.049939 0.022019 -0.026820 NA
2852 -0.026727 0.014023 -0.012329 NA
2854 0.179143 0.007753 0.185507 NA
2856 -0.023496 0.013451 -0.009729 NA
2858 -0.358436 0.008657 -0.346677 NA
2859 -0.089560 -0.012868 -0.103580 NA
286 -0.029569 0.024355 -0.004493 NA
2863 -0.054691 0.014294 -0.039616 NA
2867 -0.085144 -0.006534 -0.092234 NA
2870 -0.077709 0.012964 -0.063738 NA
2871 -0.152529 0.006083 -0.145517 NA
2872 -0.079238 0.006160 -0.072590 NA
2873 -0.042889 0.023735 -0.018136 NA
2876 -0.040953 0.001408 -0.039488 NA
2883 -0.364061 -0.004948 -0.370810 NA
2885 -0.041709 0.035386 -0.004847 NA
2889 -0.110530 0.021879 -0.086232 NA
2892 -0.071609 0.057805 -0.009664 NA
2893 0.104469 0.005970 0.109815 NA
2894 -0.086768 0.010428 -0.075436 NA
2898 -0.213198 0.004844 -0.207321 NA
2899 -0.027765 0.005376 -0.022240 NA
2900 -0.104534 0.076266 -0.020296 NA
2902 -0.055823 0.028058 -0.026198 NA
2903 0.108065 0.031738 0.136374 NA
2904 -0.061280 0.012128 -0.048409 NA
2905 -0.052368 0.000705 -0.051626 NA
2907 -0.077545 -0.000391 -0.077966 NA
2909 -0.001302 -0.004580 -0.005887 NA
2912 -0.034388 0.013628 -0.020291 NA
2913 0.034655 0.027260 0.060970 NA
2914 -0.136764 0.002096 -0.134381 NA
2916 -0.106138 0.032540 -0.070144 NA
2917 0.013191 -0.005659 0.007606 NA
2919 -0.833658 0.005718 -0.823174 NA
2926 -0.141291 0.011120 -0.128600 NA
2927 -0.071806 0.015814 -0.054857 NA
293 -0.107794 0.038871 -0.064732 NA
2936 -0.050055 0.030341 -0.018194 NA
2937 -0.020331 0.007886 -0.012285 NA
2942 -0.116176 0.002064 -0.113871 NA
2946 -0.036601 -0.002868 -0.039574 NA
2951 -0.129362 0.016666 -0.110540 NA
2953 -0.374625 0.006966 -0.365049 NA
2955 -0.077931 0.004771 -0.072788 NA
2957 -0.220491 -0.000287 -0.220842 NA
2961 -0.149424 -0.003720 -0.153700 NA
2962 0.013016 0.110871 0.122444 NA
2963 -0.042664 0.030705 -0.010648 NA
2966 -0.051881 0.003787 -0.047898 NA
2967 -0.053752 0.019447 -0.033260 NA
2975 -0.296735 0.010173 -0.283543 NA
2983 -0.031488 0.002385 -0.029028 NA
2985 -0.224122 -0.001090 -0.225456 NA
2991 0.367455 0.050467 0.399378 NA
2995 -0.064621 0.024522 -0.038515 NA
2998 -0.036622 0.012305 -0.023866 NA
3001 -0.027615 0.000785 -0.026809 NA
3003 -0.085874 0.051273 -0.030198 NA
3004 -0.039676 0.008511 -0.030827 NA
3006 -0.128340 0.017566 -0.108520 NA
3008 -0.200174 0.009285 -0.189030 NA
3010 -0.089534 0.013461 -0.074868 NA
3012 -0.170973 0.094883 -0.059868 NA
3013 -0.049572 0.005393 -0.043912 NA
3017 0.000853 0.005871 0.006719 NA
3019 -0.317864 -0.003005 -0.321824 NA
3020 -0.351924 0.004160 -0.346299 NA
3022 -0.098435 0.008383 -0.089226 NA
3025 -0.484685 0.126066 -0.297517 NA
3026 -0.045608 0.026424 -0.017979 NA
3034 -0.177410 -0.001506 -0.179183 NA
304 0.011240 0.014430 0.025507 NA
3041 -0.064565 0.033061 -0.029369 NA
3050 -0.151621 0.020100 -0.128473 NA
3051 -0.165813 0.022989 -0.139012 NA
3055 0.033031 0.010829 0.043502 NA
3056 -0.111337 0.008844 -0.101508 NA
3057 -0.080517 0.049857 -0.026646 NA
3059 0.178500 0.003558 0.181423 NA
306 -0.255357 0.009835 -0.243010 NA
3063 -0.051335 0.047606 -0.001284 NA
3071 -0.056896 0.010527 -0.045770 NA
3072 -0.133938 0.005703 -0.127471 NA
3073 -0.158366 0.096661 -0.046398 NA
3086 -0.040610 -0.002304 -0.043008 NA
3091 -0.029924 0.011790 -0.017782 NA
3098 -0.148874 -0.004655 -0.154223 NA
3100 0.223332 0.023618 0.241675 NA
3101 -0.093674 0.019911 -0.071898 NA
3108 -0.052042 0.019945 -0.031060 NA
3115 -0.108666 0.039509 -0.064864 NA
312 -0.111262 0.001025 -0.110123 NA
3124 -0.264712 -0.006674 -0.273152 NA
3131 -0.305826 0.003982 -0.300626 NA
3135 -0.039527 0.037031 -0.001032 NA
3136 -0.027150 0.004269 -0.022765 NA
3138 -0.223875 0.009164 -0.212660 NA
314 -0.086848 0.015960 -0.069502 NA
3142 -0.070898 0.003953 -0.066665 NA
3144 -0.044736 0.005798 -0.038678 NA
3146 -0.221026 0.017436 -0.199735 NA
3154 -0.329395 0.006116 -0.321265 NA
3157 -0.046957 0.019926 -0.026096 NA
316 -0.178915 0.000816 -0.177953 NA
3160 -0.233244 0.014609 -0.215227 NA
3162 -0.032678 0.047481 0.016355 NA
3165 -0.055834 0.001646 -0.054095 NA
3169 -0.129942 0.045311 -0.078743 NA
3172 -0.288588 0.005981 -0.280880 NA
3173 -0.169083 0.016949 -0.149268 NA
3175 -0.023571 0.005113 -0.018337 NA
3176 -0.055925 0.018941 -0.035925 NA
318 0.115180 0.003849 0.118585 NA
3180 -0.227144 -0.000260 -0.227463 NA
3181 -0.105322 -0.000422 -0.105789 NA
3185 -0.138804 0.017473 -0.118906 NA
3187 -0.116657 0.011978 -0.103282 NA
3188 -0.021298 0.005899 -0.015273 NA
3189 -0.029739 0.012742 -0.016618 NA
3192 -0.047081 0.001089 -0.045941 NA
3193 -0.038706 0.038424 0.001205 NA
3196 -0.048003 -0.003776 -0.051961 NA
3198 -0.243918 0.008099 -0.233843 NA
320 -0.041325 0.032639 -0.007337 NA
3200 -0.034171 0.008212 -0.025678 NA
3201 -0.025403 0.010346 -0.014794 NA
3202 -0.732383 0.024871 -0.689298 NA
3204 -0.047207 0.034578 -0.010997 NA
3207 -0.317980 0.005884 -0.310226 NA
3208 -0.048550 0.020970 -0.026562 NA
3211 -0.126595 0.008448 -0.117077 NA
3213 -0.132503 0.050429 -0.075392 NA
3215 -0.239773 0.006045 -0.232280 NA
3217 -0.071411 0.017871 -0.052263 NA
3221 -0.941194 0.000139 -0.940923 NA
3224 0.059850 0.015423 0.074350 NA
3226 -0.152818 0.016527 -0.133766 NA
323 -0.069502 0.041952 -0.024634 NA
3232 -0.285386 -0.001635 -0.287487 NA
3235 -0.254999 0.002693 -0.251619 NA
3238 -0.369585 0.031217 -0.326830 NA
3241 -0.043688 0.028930 -0.013495 NA
3246 -0.043319 0.003310 -0.039866 NA
3248 -0.033476 0.004468 -0.028859 NA
3249 -0.032404 0.002640 -0.029678 NA
3253 -0.036005 0.002605 -0.033306 NA
3254 -0.172398 0.009755 -0.160961 NA
3255 -0.062823 0.040233 -0.020063 NA
3258 -0.080173 0.055865 -0.019829 NA
326 -0.111717 0.087916 -0.013979 NA
3260 -0.190263 -0.000106 -0.190388 NA
3265 -0.170815 0.009476 -0.159721 NA
3270 -0.198051 0.000812 -0.197078 NA
328 -0.025586 0.017435 -0.007705 NA
3281 -0.407618 0.000507 -0.406904 NA
3285 0.008341 -0.000323 0.008021 NA
3286 -0.039778 0.012005 -0.027296 NA
3287 -0.059884 0.023825 -0.034632 NA
3295 -0.287390 0.084776 -0.178251 NA
3297 -0.131477 -0.005533 -0.137737 NA
3299 -0.126049 -0.004278 -0.130866 NA
33 -0.032210 0.023027 -0.008441 NA
330 -0.053543 0.007104 -0.046058 NA
3303 -0.039654 0.037184 -0.000996 NA
3305 -0.010352 0.015977 0.005790 NA
3306 -0.181462 0.011310 -0.168100 NA
3307 -0.126101 0.009427 -0.115486 NA
3311 -0.103866 0.064516 -0.032649 NA
3312 -0.056184 0.056482 0.003471 NA
332 -0.143513 -0.004136 -0.148243 NA
3320 -0.093179 0.070433 -0.016183 NA
3326 -0.036209 0.090824 0.057904 NA
3327 -0.160989 0.104003 -0.040242 NA
3328 -0.220939 0.019586 -0.197027 NA
3329 -0.222369 0.022671 -0.194656 NA
3330 -0.036668 0.022010 -0.013851 NA
3332 -0.050512 0.012655 -0.037218 NA
3335 0.063102 0.003128 0.066032 NA
3340 -0.026950 0.007981 -0.018754 NA
3353 -0.092847 0.026635 -0.063739 NA
3354 -0.046331 0.002953 -0.043241 NA
3356 -0.040271 0.008078 -0.031867 NA
3357 -0.029454 0.022098 -0.006705 NA
3362 -0.040654 0.012437 -0.027712 NA
3365 -0.069398 -0.002843 -0.072438 NA
3367 -0.102057 0.024893 -0.074624 NA
337 -0.051760 0.043809 -0.005684 NA
3370 -0.052149 0.040440 -0.009601 NA
3371 -0.075209 0.134332 0.069225 NA
3372 -0.291307 0.023652 -0.260764 NA
3373 -0.227619 0.015069 -0.209120 NA
3374 -0.087098 0.026580 -0.058203 NA
3375 -0.036801 0.005053 -0.031562 NA
3378 -0.084911 -0.001661 -0.086713 NA
3388 -0.027791 0.008999 -0.018542 NA
3389 -0.285219 0.028723 -0.248303 NA
3390 0.027497 0.073606 0.099080 NA
3399 -0.066546 0.048465 -0.014856 NA
3400 0.084814 0.005776 0.090100 NA
3402 -0.041998 0.003476 -0.038377 NA
3408 -0.216978 0.043794 -0.163681 NA
3409 -0.232401 0.036113 -0.187895 NA
3410 -0.060732 0.004897 -0.055537 NA
3419 -0.089415 0.016711 -0.071209 NA
342 -0.104563 0.026770 -0.074993 NA
3422 -0.059340 0.003390 -0.055749 NA
3423 -0.242086 0.003048 -0.238300 NA
3436 -0.058803 0.013195 -0.044832 NA
3443 -0.118132 0.090003 -0.017497 NA
3444 -0.198223 0.002948 -0.194690 NA
3446 -0.068408 0.010842 -0.056824 NA
345 -0.051413 0.010584 -0.040285 NA
346 -0.079567 0.041850 -0.034387 NA
3462 -0.035253 0.003046 -0.032100 NA
3465 -0.034113 -0.000745 -0.034884 NA
3466 -0.402656 -0.002082 -0.405577 NA
3468 -0.340159 0.000351 -0.339689 NA
3471 -1.000000 0.000000 -1.000000 NA
3474 -0.022694 -0.010641 -0.033577 NA
3479 -0.041945 -0.007570 -0.049832 NA
3483 -0.171138 0.012098 -0.156970 NA
3485 -0.262298 0.013260 -0.245559 NA
3487 -0.021398 0.015122 -0.005953 NA
3489 -0.042215 0.031530 -0.009353 NA
3491 0.057710 -0.005348 0.052671 NA
3495 -0.248008 0.087136 -0.139262 NA
3497 -0.036386 0.015611 -0.020207 NA
3498 -0.033791 0.011531 -0.021870 NA
3504 -0.087352 0.019003 -0.066689 NA
3509 0.063170 0.031737 0.092902 NA
3510 -0.031643 0.019484 -0.011542 NA
3511 -0.099926 0.020646 -0.077217 NA
3512 -0.028013 0.009501 -0.018246 NA
3514 -0.158641 0.007883 -0.149507 NA
3518 -0.236587 0.059696 -0.162767 NA
352 -0.037556 -0.006983 -0.044802 NA
3522 -0.350850 0.007434 -0.340809 NA
3525 -0.117352 0.015434 -0.100108 NA
3528 0.037345 0.010510 0.047463 NA
3530 -0.045451 -0.004416 -0.050068 NA
3534 -0.077616 0.013715 -0.062836 NA
3537 -0.592046 0.050500 -0.511647 NA
354 -0.036789 0.029778 -0.005916 NA
3542 -0.133340 0.012042 -0.119692 NA
3543 -0.036477 0.000527 -0.035931 NA
3544 -0.033039 0.008482 -0.024277 NA
3545 -0.115795 0.018475 -0.095181 NA
3558 -0.078783 0.050223 -0.024603 NA
3561 -0.007318 0.022192 0.015036 NA
3564 0.088831 0.000134 0.088953 NA
3571 -0.055021 0.016559 -0.037551 NA
3572 -0.113279 0.062953 -0.043194 NA
358 -0.095266 0.047153 -0.043621 NA
3580 -0.133398 0.003581 -0.129339 NA
3583 -1.000000 0.000000 -1.000000 NA
3586 -0.039456 0.005817 -0.033409 NA
3587 -0.040321 0.033777 -0.005183 NA
3588 -0.176096 -0.001981 -0.178426 NA
359 -0.048872 0.012181 -0.036096 NA
36 -0.129278 0.029127 -0.096386 NA
360 -0.044130 0.008695 -0.035051 NA
3604 -0.044717 -0.006764 -0.051784 NA
3609 -0.043928 0.007845 -0.035739 NA
3616 -0.047424 0.021087 -0.025338 NA
362 -0.048004 0.048291 0.002606 NA
3623 -0.136483 -0.005208 -0.142402 NA
3625 -0.025079 0.010686 -0.014124 NA
3629 0.141684 0.009916 0.150195 NA
3630 -0.171838 0.000284 -0.171505 NA
3631 -0.053673 0.019292 -0.033345 NA
3634 0.069375 0.023892 0.091610 NA
3635 -0.243580 0.025637 -0.211698 NA
3641 -0.017272 0.000843 -0.016415 NA
3644 -0.035878 0.029148 -0.005684 NA
3651 -0.179889 0.040469 -0.132140 NA
3653 -0.049894 0.018350 -0.030628 NA
3654 -0.050910 0.051184 0.002880 NA
3656 -0.040110 0.031549 -0.007295 NA
3658 -0.023606 0.006822 -0.016623 NA
366 0.018103 0.033775 0.051266 NA
3661 -0.052126 0.035726 -0.014537 NA
3668 -0.028892 0.023722 -0.004485 NA
3670 -0.034594 0.001093 -0.033463 NA
3673 -0.033806 0.028949 -0.003879 NA
3674 -0.074495 0.006015 -0.068032 NA
3679 0.007070 0.003441 0.010486 NA
368 0.070953 0.023651 0.092926 NA
3681 -0.164333 0.021927 -0.138803 NA
3687 -0.038561 0.021241 -0.016501 NA
369 -0.004979 0.033157 0.028343 NA
3690 -0.037849 0.014922 -0.022362 NA
3693 -0.152914 -0.008013 -0.162152 NA
3698 -0.046269 0.000056 -0.046211 NA
37 -0.062616 0.026540 -0.034415 NA
3705 -0.079350 0.061396 -0.013082 NA
3707 -0.138568 0.018039 -0.118029 NA
3708 -0.081521 0.005486 -0.075588 NA
3711 -0.003069 0.032914 0.029946 NA
3712 -0.050550 0.020753 -0.028748 NA
3716 -0.056485 0.011436 -0.044403 NA
3717 -0.319590 0.010218 -0.306107 NA
3720 -0.034034 0.017308 -0.016137 NA
3721 -0.029646 0.002092 -0.027492 NA
3722 -0.057484 0.016212 -0.040340 NA
3726 -0.151195 -0.002741 -0.154351 NA
373 -0.054866 0.007287 -0.047179 NA
3735 -0.068282 0.012005 -0.055457 NA
3747 -0.287199 0.023171 -0.257373 NA
375 -0.044423 0.018692 -0.024900 NA
3751 -0.108610 0.014722 -0.092289 NA
3754 -0.059249 0.030231 -0.027227 NA
3756 -0.048277 0.025037 -0.022031 NA
3758 -0.073292 0.038293 -0.032193 NA
376 -0.047404 0.022025 -0.024335 NA
3761 -0.067639 0.012162 -0.054655 NA
3763 -0.306160 -0.006645 -0.314840 NA
3764 -0.047603 0.017130 -0.029658 NA
3765 -0.092316 0.005623 -0.086173 NA
3766 -0.151389 0.002471 -0.148544 NA
3767 -0.345427 0.004400 -0.339507 NA
3768 -0.080699 0.018893 -0.060281 NA
3774 -0.063018 0.009181 -0.053258 NA
3776 -0.062766 0.012251 -0.049746 NA
3777 0.117733 0.002777 0.120184 NA
3778 -0.103277 0.028136 -0.072235 NA
3779 -0.263786 -0.001000 -0.265049 NA
3780 -0.171528 0.014169 -0.154929 NA
3787 -0.017059 0.037918 0.021505 NA
3793 -0.193203 0.010447 -0.180737 NA
3797 -0.053911 0.017613 -0.035348 NA
38 -0.044324 0.026938 -0.016192 NA
380 -0.030772 0.001197 -0.029539 NA
3800 -0.188036 0.024757 -0.158623 NA
3807 -0.059341 0.052602 -0.003617 NA
3810 -0.221595 0.040275 -0.172396 NA
3812 -0.029635 0.024420 -0.004492 NA
3819 -0.166694 0.006758 -0.158810 NA
382 -0.138897 0.049788 -0.082193 NA
3820 -0.091027 0.049730 -0.036770 NA
3822 -0.052737 0.034144 -0.016793 NA
3824 -0.047359 0.047382 0.002267 NA
3826 -0.040953 0.032450 -0.007174 NA
3829 -0.125173 0.043687 -0.076018 NA
3830 -0.222947 -0.003465 -0.227184 NA
3836 -0.181338 -0.001409 -0.183002 NA
3840 -0.091745 0.008871 -0.082060 NA
3843 -0.043897 0.013986 -0.029297 NA
3847 -0.170780 0.010377 -0.158631 NA
3850 -0.019879 0.009163 -0.010534 NA
3852 -0.025813 0.007143 -0.018486 NA
3857 -0.046669 0.015642 -0.030297 NA
3862 -0.099973 0.038687 -0.057419 NA
3868 -0.067826 -0.010419 -0.078951 NA
3871 -0.111590 0.027966 -0.080503 NA
3874 -0.109615 0.042594 -0.062353 NA
3875 -0.093934 -0.001829 -0.095935 NA
3877 -0.042054 0.035753 -0.004797 NA
3879 -0.101840 0.008662 -0.092296 NA
3882 -0.108638 -0.006025 -0.115318 NA
3885 -0.103166 0.026355 -0.074092 NA
389 -0.041674 0.003116 -0.038428 NA
3891 -0.188767 0.008380 -0.178805 NA
3894 -0.147334 0.059313 -0.079282 NA
3895 -0.058785 0.040368 -0.016045 NA
3897 -0.116830 0.161631 0.063684 NA
3898 -0.103365 0.043528 -0.055337 NA
3900 -0.350574 0.018768 -0.325227 NA
3903 -0.128610 0.039471 -0.084063 NA
3916 -0.153566 0.013016 -0.138551 NA
3918 -0.271550 0.012418 -0.255760 NA
3922 -0.183292 0.002842 -0.179930 NA
3925 -0.044154 0.004047 -0.039928 NA
3928 -0.078464 0.001259 -0.077106 NA
3931 -0.036052 0.016130 -0.019340 NA
3935 -0.107850 0.041179 -0.062230 NA
3946 -0.048046 0.009190 -0.038414 NA
3951 -0.129053 0.004914 -0.123505 NA
3956 -0.162282 0.001063 -0.161046 NA
3957 -0.065985 0.005530 -0.060090 NA
396 -0.072677 0.021710 -0.049389 NA
3960 -0.036039 0.020372 -0.014932 NA
3961 -0.156024 0.000965 -0.154909 NA
3964 -0.072970 0.006480 -0.066018 NA
3968 0.018310 -0.001861 0.016483 NA
397 0.111880 0.010087 0.120838 NA
3970 -0.044576 0.018816 -0.024921 NA
3975 -0.031314 0.004437 -0.026738 NA
3977 -0.073548 0.031287 -0.039959 NA
3978 0.023900 -0.003823 0.020169 NA
3982 -0.037932 -0.002867 -0.040908 NA
3986 -0.039146 0.005302 -0.033637 NA
3989 -0.034670 0.005074 -0.029420 NA
3991 -0.023644 0.012744 -0.010598 NA
3998 -0.037871 0.013787 -0.023563 NA
3999 -0.154363 -0.001988 -0.156658 NA
40 -0.027854 0.013760 -0.013711 NA
400 -1.000000 0.000000 -1.000000 NA
4004 -0.141033 0.045412 -0.089217 NA
4017 -0.293969 -0.004248 -0.299467 NA
4020 -0.078857 -0.001663 -0.080651 NA
4022 -0.075046 0.004035 -0.070708 NA
4023 -0.347677 0.113793 -0.194321 NA
4027 -0.053186 0.016834 -0.035456 NA
4028 -0.083508 0.052819 -0.026278 NA
4031 -0.004629 0.019176 0.014636 NA
4036 -0.026043 0.011711 -0.014027 NA
4038 -0.032221 0.018635 -0.012986 NA
4040 -0.054888 0.005120 -0.049488 NA
4043 -0.117239 0.052366 -0.058733 NA
4044 -0.295367 0.036107 -0.248596 NA
4045 -0.042494 0.027492 -0.013833 NA
4046 0.009642 0.007288 0.016859 NA
4049 -0.050196 0.001759 -0.048349 NA
405 -0.086638 0.024862 -0.059622 NA
4055 -0.197280 0.100914 -0.076458 NA
4059 -0.097572 0.006180 -0.090789 NA
406 -0.151681 0.024620 -0.123327 NA
4064 -0.029684 0.038886 0.010356 NA
4070 -0.073894 0.007907 -0.065402 NA
4073 -0.179778 0.018443 -0.158019 NA
4077 -0.049180 0.047456 0.000610 NA
4079 -0.181056 0.011607 -0.167347 NA
408 -1.000000 0.000000 -1.000000 NA
4085 -0.040314 0.021991 -0.017436 NA
4087 -0.056138 0.025845 -0.028843 NA
409 -0.078946 0.014841 -0.062934 NA
4091 -0.039275 0.036496 -0.001346 NA
4093 -0.022586 0.010007 -0.012354 NA
4096 -0.048183 0.013847 -0.033668 NA
4098 -0.318852 0.002621 -0.315395 NA
41 -0.026870 0.003955 -0.022808 NA
4102 -0.025875 0.010017 -0.015599 NA
4103 -0.069545 0.024606 -0.043228 NA
4106 -0.390813 0.003334 -0.386176 NA
4107 -0.021305 0.005462 -0.015727 NA
4112 -0.029107 0.018404 -0.010167 NA
412 -0.034349 0.007382 -0.026713 NA
4122 -0.023562 0.010059 -0.013267 NA
4125 -0.061671 0.001156 -0.060443 NA
413 -0.079732 0.078114 0.004610 NA
4131 -0.091473 0.004670 -0.086376 NA
4135 -0.033756 0.008536 -0.024932 NA
4138 -0.060253 0.014335 -0.045055 NA
414 -0.138417 0.042997 -0.089469 NA
4140 -0.040373 0.029688 -0.009487 NA
4142 -0.104734 0.010416 -0.093228 NA
4143 -0.030422 0.018347 -0.011516 NA
4147 -0.061853 0.010230 -0.050991 NA
4148 -0.035722 0.028841 -0.005851 NA
415 -0.063039 0.042713 -0.017633 NA
4150 -0.059436 0.003493 -0.055736 NA
4151 0.266062 0.002299 0.267749 NA
4155 -0.075630 0.078231 0.008517 NA
4157 -0.017498 -0.008089 -0.025729 NA
4161 -0.235412 0.003117 -0.231561 NA
4166 -0.355325 0.005284 -0.348163 NA
4168 -0.223680 -0.005699 -0.230654 NA
4169 -0.144254 -0.000065 -0.144328 NA
4173 -0.037855 -0.000077 -0.037935 NA
4174 -0.090665 0.004566 -0.085685 NA
4176 -0.034287 0.011973 -0.021903 NA
4177 -0.036629 0.008086 -0.028248 NA
4180 -0.000223 0.007249 0.007028 NA
4182 -0.101802 0.008623 -0.092301 NA
4184 -0.148498 0.024589 -0.120257 NA
4186 -0.103544 0.014826 -0.087183 NA
4190 -0.390361 -0.002106 -0.393289 NA
4193 -0.092743 0.003831 -0.088556 NA
4194 0.082297 -0.001892 0.080560 NA
4199 -0.047425 0.047407 0.002230 NA
4204 -0.816895 -0.000004 -0.816902 NA
4206 -0.274330 -0.002109 -0.277017 NA
4210 -0.042978 0.000801 -0.042143 NA
4211 -0.047128 0.036626 -0.008776 NA
4213 -0.020634 -0.000127 -0.020764 NA
4216 -0.021696 0.065571 0.045297 NA
422 -0.065351 -0.006575 -0.072355 NA
4223 -0.049605 0.006721 -0.042550 NA
4224 -0.133156 0.065415 -0.059030 NA
4227 -0.024343 0.005585 -0.018623 NA
423 -0.451048 0.008099 -0.439295 NA
4233 -0.243233 0.016678 -0.222498 NA
4234 -0.127562 0.033720 -0.089541 NA
4235 -0.041557 0.017320 -0.023517 NA
4236 -0.196163 0.004595 -0.190666 NA
4239 -0.023631 0.010918 -0.012454 NA
424 -0.050776 -0.000154 -0.050938 NA
4243 -0.240250 0.019450 -0.216128 NA
4246 -0.036118 0.022873 -0.012419 NA
4249 0.382584 0.024061 0.397440 NA
4250 -0.045870 0.029100 -0.015436 NA
4253 -0.221947 0.022295 -0.194703 NA
4254 -0.029095 0.010700 -0.018084 NA
4257 0.109171 0.005120 0.113733 NA
426 -0.082060 0.076303 0.000505 NA
4260 -0.028550 0.012003 -0.016205 NA
4261 -0.028023 0.024770 -0.002560 NA
4263 -0.267362 -0.005055 -0.273768 NA
4265 -0.099654 0.007966 -0.090894 NA
